ucid,uuid,upid,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,level0,level1,level2,level3,level4,repeat_correct_pct,grade_top,learning_stage,difficulty
GIVcQl5Ns4y4M7bPjsFFJ8jr99ZIxBwMp3iV5FwbEaY=,13728,16,0.709644522,51.61159674,1.945221445,0.420600233,330723.4478,36.75043706,10503,1880,687,458,200,0.600844893,3,elementary,easy
GKsTLPdjoFT5L8MFLduUaKOBTgtAz0RjoP8E5qYsmF8=,38147,16,0.519542821,56.72784229,2.547330065,1.089548326,255424.0333,35.46910635,32346,3612,1232,750,207,0.35734856,5,elementary,easy
GLgbTk9pSzIkaPoN4xF271DsfbQI9fY+OK+9tsBiRH0=,5136,17,0.642133956,110.1765966,2.65478972,0.963979751,294703.9897,44.90751558,4340,467,139,146,44,0.516247843,6,elementary,normal
GOpS2Uap4gYwMnk0Li7V7U2S7wDYXRE3XijTxTdngsk=,4917,17,0.595281676,82.76123653,2.370957901,1.430343706,239794.3858,38.09721375,4312,401,94,81,29,0.509334923,6,elementary,easy
GPPZXkxbs0qmtzPG952Kt89U6p108D097EKpuuHk2Kw=,7222,21,0.537662697,32.64829687,2.102880089,0.242176682,342074.3185,59.59526447,5669,1003,332,135,83,0.407540367,7,junior,normal
GQxT3JGAhbU5cjX/+o/dFINzhYOTlP9i7GeQGgOIfHs=,8405,34,0.443545509,31.42212968,2.451992861,0.345270672,252100.1045,63.26936347,7231,790,318,61,5,0.391156009,8,junior,easy
GSi2GkiUGDNXuUqCrsNK5ZB5qW8bRkAoY9wEGx5rRng=,16771,16,0.71349353,42.59418043,2.011746467,0.798938644,287058.077,39.96798044,13460,1848,719,508,236,0.620292349,5,elementary,easy
GWrfasljlyqZ+UNT8MRgzzxZcKQFFHyQVMnG7T7Wre8=,29324,51,0.709896331,21.57239804,1.75115946,0.213613422,192413.7068,31.7481244,20525,5208,1844,1203,544,0.568887493,7,junior,easy
GXHkSyhWAOB0hH/wOko5D5pr0II7SUPrjnejCj98N8k=,19542,16,0.825452871,30.29055368,1.408555931,0.149370586,303888.0683,33.24797871,12911,3613,1370,1144,504,0.703187086,3,elementary,easy
GZY8ga1P0DFvam+70Fjj0NwIsPACRwDe+RH8rmO/m9I=,12279,17,0.571626354,66.61592964,2.844857073,0.848358987,344175.966,52.63099601,10032,1355,496,284,112,0.438517375,5,elementary,normal
Gac0tsJ6sYFX0zK9L6kkirwp3tvIjB7XfBt/4n74c60=,9157,38,0.611554002,26.507153,1.987113684,0.436824287,230650.1998,44.62214699,7635,1123,238,104,57,0.523246336,7,junior,easy
GcHA5YrQ/VZR/FtKlMu8Hmh6+nnO4U8azAFab0hzJQ4=,14485,21,0.756575768,42.02064204,1.768450121,0.505971695,307463.7781,41.31563687,10558,2275,829,547,276,0.651130281,5,elementary,easy
GcuG2ukgxXmym9WSnWnlpKVNUFysZ8QfpAgpJMcheMU=,22841,18,0.82969222,21.93879427,1.438203231,0.200385272,319304.3706,35.63972681,14933,3773,1920,1602,613,0.708132366,3,elementary,easy
GhFxv7BoAI++BrgjSP6mVEhEsO33gLRvb66hG7WW6iA=,10732,49,0.586936265,71.89899366,2.091781588,0.446608274,264296.7761,42.46794633,8731,1223,424,274,80,0.475582571,7,junior,normal
Gjss1lWMScHPWwWZlfDClUNvL+nDFQp9FEarWeurC+Q=,5987,29,0.485385001,48.6649407,2.294471355,0.347586437,388741.9312,65.0491064,5084,597,210,77,19,0.407655421,7,junior,unset
GkU4YRR5l1jeRDOWNQmr37Lv5G6jR8z3dHRsRgLiyts=,17078,20,0.766366085,45.81098489,1.884939688,0.358589999,351662.5537,36.99074833,12024,2676,1126,890,362,0.609071308,3,elementary,easy
GoN9YWbQI69re/7NeUvdDmSwlJ5jhP/K1FhXV5R/+MU=,2090,20,0.540191388,43.71626794,2.338755981,0.711961722,184993.9612,32.36076555,1908,143,25,11,3,0.401731476,9,junior,easy
GogTiwoGv+VkAzLYeC5+qm/zPzJ/9QGAW7+43gzaFyA=,12769,18,0.963896938,11.34325319,1.122640771,0.019265408,281716.583,29.94737254,7343,2758,1280,1011,377,0.920958896,4,elementary,easy
GqjrKOz5f3VIEoX3SIXFX4c0u+ZQf78K7jEausPq1zY=,879,17,0.610921502,40.74175199,1.889647327,0.577929465,203821.2787,38.13993174,752,101,14,9,3,0.545342861,9,junior,easy
Gs2eHMkqvr4Vmv27og7SW0dttNc2vGI+ECb6wDhNGBI=,4518,15,0.56374502,49.87915007,2.402833112,1.055998229,193892.2134,32.00553342,3879,405,95,89,50,0.428828176,6,elementary,hard
GwclrRm7k07DFC2KIvqVsFlerQ5flvoi99WUcJsWipQ=,12147,19,0.622128921,51.37268461,2.430065037,0.700090557,370714.2452,50.34131884,9851,1317,535,328,116,0.450079553,5,elementary,easy
Gxwblz42IsMsZNyQ/o1AOV2zvb9lGbE/lk8NAHtE3uc=,15464,26,0.609868081,64.937015,2.259117951,0.572102949,276729.3055,46.77243921,12132,1925,784,493,130,0.453647075,7,junior,normal
H+kjSpD4tvJlZwMTYPX4lhGX0K6WehpDCq47nVwRYI8=,12054,41,0.907748465,23.23925668,1.226231956,0.155052265,263212.2914,37.86635142,7932,2427,761,668,266,0.83406007,7,junior,easy
H4fOcqGek4BtHazEnZ2doEbvXkWwjby37JYFdtJWbLE=,1962,24,0.481141692,42.75637105,2.095310907,0.449541284,150629.1942,31.59480122,1770,157,29,4,2,0.396082883,9,junior,normal
H9tE/axZ4DsmCfhZY9auIyxyBeXalwM2dnTvNSkhD+E=,18272,18,0.752024956,41.39809545,1.776160245,0.379049912,318851.8755,38.19434107,13590,2557,1017,773,335,0.667865685,3,elementary,easy
HDHAipSsrFpMgCVqD8wYT4JhziGVSgjG2rkkL3dKY/g=,14299,21,0.586964123,64.49059375,2.153856913,1.224001678,251623.9552,36.4515001,10976,1908,656,600,159,0.432843246,6,elementary,easy
HKqPgUALqZGw984KFqAMeDwDJTi9cNhJ51UXfjzELSg=,26064,26,0.580609269,34.57642726,1.91992787,0.448089319,190082.6134,30.48515193,21134,2942,1133,642,213,0.439701521,6,elementary,easy
HMhzLW9miVf0WLDDX9F7g67mAm9td0TfHSo8TeZQj5M=,15138,25,0.809486062,16.97820055,1.28319461,0.198837363,252947.7555,40.19929978,10070,2766,1244,806,252,0.695222617,7,junior,easy
HNE+oAEQp1JlBxa/P70tJmhSzwORSx4tR5MrBQl5jsU=,9444,16,0.918890301,13.36224058,1.172914019,0.071050402,412711.6516,40.96463363,6317,1712,617,590,208,0.857931291,3,elementary,easy
HQovuDJjeLKXHO9abi0E4pR8SAROYKEviztcwbbZxTA=,9907,16,0.672453821,27.80104976,1.656101746,0.15504189,386176.8458,53.56697285,7872,1142,404,263,226,0.56554613,5,elementary,easy
HVK5NzAAwATh2OikiX5NMJyrMLE5+2ef85INuQeTIqU=,7829,6,0.587431345,41.05058117,1.799591263,0.274109082,318413.3085,49.09911866,6311,1006,317,154,41,0.415768084,7,junior,normal
HWsQi2gh2imZ+B7lfffCgOj8uzOy5kWwOYfTHpW0BI0=,2177,16,0.595774001,93.50252641,2.662379421,1.039044557,284559.6555,43.24345429,1872,191,63,37,14,0.528695138,6,elementary,easy
HXnIAxmCDEWAJJV2J7f2pEeGvddv9MpcRjbckar9YTY=,6435,11,0.492773893,27.18648019,2.200777001,0.568453768,254949.736,46.5030303,5523,534,201,163,14,0.322605984,7,junior,normal
HZe7qpPO4/WVhGuUwG7X8OhFgaJ0n4RPiM8TGcfu2jw=,7423,16,0.858682473,39.80035026,1.465175805,0.149535228,434109.7174,43.36993129,5182,1249,461,359,172,0.768719542,3,elementary,easy
HZjujc6emQQn14Tviy/t0Xw8v8jRJ0J1Le11NzVrlV4=,16516,16,0.893255025,22.06563333,1.30092032,0.153003148,300682.8505,31.97202713,11104,3070,1166,882,294,0.808788431,3,elementary,easy
HbzxHxzxJEcXXmpGxn6HVgsAeH82lubPagM1RpCsh8E=,16853,22,0.70693645,56.34545778,2.171482822,0.512846377,316908.1054,39.86578057,12465,2232,1157,738,261,0.5517782,5,elementary,easy
Hd9OBbvjHN64sdMS8xVftqco6BxQnrWHOq1Leu3ZjWE=,23991,16,0.880455171,26.28435663,1.284231587,0.122629319,288157.1621,32.43036972,15514,4288,1760,1634,795,0.777750648,3,elementary,easy
HiffIWPAC1YJDwu8WRYatMOmxW/ufbs1/6A6HoWj1dU=,9414,35,0.798810283,26.20724453,1.589547482,0.360739324,189067.6564,38.2113873,5810,1874,854,376,500,0.735406294,8,junior,easy
HkphON7FGZhxH00QM+nroOHvAGI5ntJX09tiU1Vu80A=,23018,16,0.620557824,21.64884004,1.736684334,0.377791294,344862.0111,39.58775741,16359,3491,1536,1311,321,0.422332819,4,elementary,hard
HniUZmsvDs7UGkQACuak9ZIBo5uVv1BxZT8RHR/uGhY=,9095,54,0.466300165,30.15151182,2.160637713,0.411874656,232412.7774,45.67674546,8070,640,242,112,31,0.506099741,7,junior,easy
Hx+/niNKmgHzv36efZiF8Q0C6Sfb5oZ9OfeTsH46vkQ=,5979,19,0.814851982,44.27462786,1.821542064,0.201705971,406324.5894,42.99531694,4488,835,308,260,88,0.708886232,4,elementary,normal
HxDSyyUmHERWpro0B8nEQFWH/E461CuZXM5F7LpOHO4=,19084,16,0.595577447,43.29721232,2.438325299,0.849140641,336061.3126,47.28390275,14739,2450,1026,620,249,0.454496611,5,elementary,hard
I/598ZmMIMeI5NdTNKVBHbbhAMhZA3QRabeZhQ/ddL8=,20916,25,0.648164085,26.90347103,2.249760949,0.619764773,315582.653,45.00191241,16753,2472,820,593,278,0.534264901,5,elementary,easy
I5F+V017wkGXlo9YHRtw1qVfzFDId1dx7MtIEKLw8J8=,6989,16,0.69451996,58.22907426,1.993275147,1.025468594,188478.0345,30.90113035,5731,844,236,123,55,0.595262172,6,elementary,normal
IEMYaVfcWrRohEaMdaspvChKtdAfFIeDu5dOMwU5tUE=,6173,13,0.608780172,28.41746315,1.88384902,0.234731897,293672.7756,49.00469788,4729,850,332,211,51,0.500058192,7,junior,normal
IH5IsJ7NfivpV8YRPlcRNiwPmrtI+kJpCmIU50BzznQ=,20176,16,0.725267645,28.10398493,1.711092387,0.330442109,319948.4928,36.69141554,14325,3176,1438,946,291,0.575654245,3,elementary,easy
IN2rf9N8yr1JT9tAJXei08vWhgCbmljAZ141KO0Bdto=,13948,25,0.727272727,68.64654431,1.787783195,0.829509607,349088.9281,44.04480929,10085,2032,874,701,256,0.611812994,5,elementary,easy
INRHW4A8HcdD24d9DGp5JEEdx6Z4StQt3X0XknSShA8=,8007,20,0.631572374,29.39490446,1.732234295,0.308854752,231494.0443,39.68002997,6729,818,267,149,44,0.541767249,6,elementary,normal
IVUvy0QcT07F2gkgugegsSriZOW7G5XrpVSXqY7TWl4=,3101,20,0.661399549,40.29087391,2.087713641,0.763302161,303673.9552,65.98323122,2568,395,92,32,14,0.564872424,8,junior,normal
IZmjDB5gc3QtqCkw10LYwtPthoXOeCmqIDr+yIt+r+A=,11603,28,0.641644402,48.59148496,2.173661984,0.767904852,346817.2297,47.23080238,9381,1518,394,219,91,0.516700813,5,elementary,normal
IdFjvRDOndqu+VdtEnL+sMG3hOHxxvIoIE6MOCeqn+I=,4849,20,0.381728191,35.79212209,2.364817488,1.272221077,228222.7195,61.34811301,4515,243,53,24,14,0.388822134,8,junior,normal
Ii1pVHrc3A/M6pPt8oHbceXvm/CskxJAkGhFtt4isDg=,2678,49,0.417475728,30.79723674,2.401045556,0.692681105,217791.0261,39.43054518,2436,161,55,16,10,0.323370696,9,junior,easy
Ii5Cz6tdyODxCCa3TBksmL6H1pZRzQQ8oFfvyTRO+pA=,15689,27,0.49760979,66.62215565,2.756517305,1.151634903,346674.7579,51.71145388,13342,1492,477,270,108,0.398413118,5,elementary,normal
IiMukcYDN2GyT48gY4Z/D+VuYzqu4uN1AkHV+io7qzI=,2921,16,0.574118453,38.66210202,1.900034235,0.672030127,150821.2948,34.84560082,2628,246,36,7,4,0.463823856,9,junior,easy
Iivwb5nkQMEAcelv+J6uucjr4biBoKM554pqeUoGhs4=,11145,16,0.873037236,18.32005384,1.344010767,0.136384029,370201.4904,38.5560341,6754,2225,1021,787,358,0.790532196,3,elementary,easy
IjjEW09De8UieuEGOrK9rwUBobUbJgcphwsteZNFJcA=,4411,3,0.894355022,31.01995012,1.414418499,0.319655407,415754.6858,40.23600091,3358,575,204,200,74,0.824829357,4,elementary,easy
Ijs1UshEIMgt1OcG6eKsXptj44RGEr6VuWhFcmr0erA=,575,20,0.580869565,50.4226087,2.763478261,0.8,163743.8243,30.52521739,500,52,15,6,2,0.483546243,9,junior,easy
Im/O8JQfe6IGtnRmK02yN+R2E4DemgQCHqP/RZ6yXTU=,9069,16,0.810783989,28.96857426,1.560149961,0.277979932,367991.8916,50.87043775,6776,1309,431,397,156,0.727399408,5,elementary,normal
Iq4bn747ApUwO7SvDR8vvfjBWGvDxAyBTsce0dN3Q1w=,37444,16,0.881983762,22.19677385,1.249786348,0.164165153,202808.5731,22.62148809,21008,8379,3560,2655,1842,0.784871083,4,elementary,easy
Iri0Mm69Jhy9dYumaZScJt7B6cHJhAjve5Ii96kP4vc=,18965,8,0.807803849,16.01407857,1.361191669,0.172001055,236922.9505,31.21302399,12120,3672,1638,1165,370,0.63813395,7,junior,hard
Is6C9Z4P5w/BKBc3H9gl2cC0EFpEQD5dKLQomh0Wv1w=,4900,16,0.822653061,48.2055102,1.72,0.458571429,411537.158,41.88020408,3879,556,205,202,58,0.742135295,4,elementary,easy
ItQToCzXe/WAeMATDm4tC8gEsJil65dsJph2puJeiSQ=,29100,17,0.76347079,22.45017182,1.512817869,0.300446735,203786.7757,29.51769759,18940,5558,2465,1437,700,0.633208756,6,elementary,easy
IttU7X/dI6br6pFlzFNdqVSEFYzU5wvX2yFKtVdqbjs=,18186,28,0.721709007,22.79984604,1.592158803,0.317277026,276681.288,44.30814913,12418,3260,1333,832,343,0.646772108,7,junior,easy
IxasEWID5fnM7sM/cwJQXizkkLLKkLjqUftm4hy6264=,10123,17,0.678455003,89.61997432,2.223747901,0.908722711,420241.3641,42.23402154,7562,1289,638,462,172,0.518380921,4,elementary,easy
IyZfGFQA5FLUNeChYAcVbxnayM12nN7CI/ZgFJRq3as=,19192,16,0.915746144,23.34795748,1.206909129,0.049760317,310456.5959,33.60056273,12292,3577,1450,1246,627,0.836517126,3,elementary,easy
J3WqWuIL4K9D5AfOarCtTLZsRn6I8XJU2J1UZYvS8k0=,6217,16,0.650152807,50.69856844,2.074955766,1.304487695,229830.7636,31.44072704,4926,643,295,261,92,0.539975642,6,elementary,hard
J5c76AnfkB6hMQU+QWzlyPCdmUpqKhQeMZzspmG1HUg=,8418,20,0.391066762,65.12532668,3.059871703,1.298645759,313106.2611,44.43216916,7877,334,103,72,32,0.359298298,5,elementary,easy
J8b8Ok1gEPROB5T/Vtq9jdAFAnS8sLo1ZMsdTpWLr0g=,15299,19,0.714360416,27.20615727,1.642198837,0.266749461,314267.7606,35.69913066,11359,2109,865,571,395,0.586499108,3,elementary,easy
J967JTnPp2BN291C9SMVH/p3iQ130V2A2rVdlybNUv8=,16373,16,0.840957674,27.38129848,1.476027606,0.16740976,288592.3973,34.38190924,11663,2434,1059,879,338,0.772361839,4,elementary,easy
JBY82dSINZ2oyc72lrBg93wms83Z1GAJh8BWYZ2JMv8=,2216,20,0.547382671,45.42283394,2.63267148,1.329873646,402522.1241,93.08258123,1874,273,52,12,5,0.434222817,8,junior,normal
JBvKC6tCKbdKUiY5M0A6CA/lAe2U+PYlGYHrcNE5w+c=,18719,16,0.745926599,24.00032053,1.473689834,0.168972702,370732.4721,43.26112506,11995,3732,1266,1278,448,0.606409907,3,elementary,hard
JLq4ipDD2gaVkE/NL1l6a3pfa1VXclx0VegIpE9bj5Q=,14842,17,0.757377712,39.69148363,1.719310066,0.339644253,308680.5002,35.23184207,10730,2171,819,819,303,0.610426013,4,elementary,unset
JO/tye7QOCtigcl96GW7BmNDzKXPKE998STsaZtgC7I=,11672,20,0.56459904,49.05774503,2.354523646,0.922378341,392334.7332,44.48389308,9528,1169,554,330,91,0.409336488,4,elementary,hard
JSn/IrR9AojleJJunX1UPpeay9cWZA1jAL2BZ2RcmFU=,20961,16,0.738896045,25.0879729,1.633843805,0.457898001,293785.3667,37.74190163,14837,3072,1491,1021,540,0.60272725,5,elementary,easy
JX8VtWTwbrh5ibmIbFVUWpUPiQ+0rW+HGVOz7RD0W4c=,20377,21,0.434362271,27.081857,2.586052903,0.780193355,267190.3776,52.17279285,17931,1486,657,254,49,0.335915251,7,junior,easy
JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,20375,21,0.719263804,31.30758282,1.729276074,0.418993865,255558.1304,31.47651534,14741,2796,1758,809,271,0.645684159,4,elementary,easy
JcrFXI7wzq/14kZRPCdix3feq0/yQh1gHU06bGQwNBE=,49694,16,0.768040407,22.82682014,1.613172616,0.470036624,222221.6362,30.79677627,30462,9570,4353,3556,1753,0.611429372,5,elementary,easy
JeJ/U+YZ3HU5Nr8HVj98IUq5D+92/mnaxITEPQlJr7k=,16272,17,0.724311701,30.17858899,1.839970501,0.333517699,359366.028,39.90492871,11514,2508,1268,751,231,0.569116783,3,elementary,hard
Jk155nzVVLSMQ3+fpddzICkIOrVE5MOJx759S/AF/dk=,3590,11,0.647910864,36.56490251,1.663788301,0.354038997,336652.6209,55.93788301,2782,493,164,115,36,0.496712802,8,junior,hard
Jk92rjScG7+mMuAptzCsrhBXKpDuLQA6KI3ojSVY0LA=,2028,17,0.630670611,56.69230769,1.806213018,0.90581854,417213.1558,71.734714,1650,291,62,19,6,0.499659632,8,junior,easy
Jl92cIZYcCutl8sqyj2VP8UbUigvqBoHBO/R38DK1DU=,14153,18,0.662545043,25.69504699,2.35582562,0.572599449,353450.8431,49.87366636,10043,2302,1039,617,152,0.496768746,5,elementary,hard
JlLOrhjyKOHgQMgBDevMNpEYdnN2KuLkLOsihld3/ug=,1527,20,0.599869024,70.60510806,2.092992796,0.702685003,195360.6084,32.92730845,1387,121,9,8,2,0.49792669,9,junior,easy
JpYzPRDw0n+B3QTPjgJAEBPXFwlycyukYkLcooX0mHM=,3188,20,0.530740276,36.1653074,2.227101631,0.678795483,295478.9721,80.74153074,2715,384,62,22,5,0.48306135,8,junior,normal
K+/l1QecCKo4z/PiXGWgLmP5q07XSMDUh34+HKmEltE=,5178,16,0.401892623,75.72170722,3.20780224,2.218617227,220336.9625,35.35457706,4609,355,111,73,30,0.26159335,6,elementary,hard
K+E2pj1HgSC5GexBpChmTuG21HlO2wcCulMly1KSNE4=,10779,19,0.632340662,31.79673439,1.523796271,0.455979219,217594.7494,44.33695148,8274,1479,447,415,164,0.50679194,8,junior,easy
K1JDDj+chCE/ZH5wzdraQHI2j52Nzy0JBJmeLOgq3vc=,9331,20,0.530061087,40.64408959,2.17736577,0.55642482,237665.5382,48.89754582,8033,963,188,106,41,0.483246268,7,junior,easy
K4GS8qPmRPsosinHUMiie4K4rcAVcF05OI/bcQqHJdc=,15519,16,0.691410529,45.81248792,2.325794188,0.737418648,367775.2282,40.38907146,12023,1876,835,583,202,0.553360634,3,elementary,easy
K5JzO6isAN9xTFepnDicBmb9YTIOvXDUHwa60hwxCjM=,20232,25,0.533610123,51.80244168,2.494414788,1.54221036,208192.6295,34.63523132,17186,2068,608,282,88,0.408523288,6,elementary,normal
KDOmuTrY/IJzDP4kIgIYCBiGyTymsJ8Iy4cDB35WGYg=,22904,39,0.556976947,53.86906217,1.825139714,0.559989521,256321.2061,42.46843346,18710,2563,871,615,145,0.408810352,7,junior,normal
KDUfRj93vFrSB/KZ2C5TDu8EQ8QkkkSbtjQjYVletro=,1251,7,0.569944045,29.97202238,1.884892086,0.193445244,162798.9289,33.54116707,1120,101,20,7,3,0.482395417,9,junior,easy
KDeSPE8wIGcwIv9i0sJixfdUBqBN8tnZI9NwJHm7n80=,3923,16,0.657914861,105.2347693,2.13663013,1.073158297,202002.7242,35.79174101,3398,377,80,50,18,0.571560468,6,elementary,easy
KDmidXT8+B/WOtPvVSWF6TKTO7xeI+S5CqqmaRdkHcM=,22675,16,0.763307607,12.61583241,1.369878721,0.087144432,227903.4123,33.85186329,15971,4057,1480,696,471,0.629158797,5,elementary,easy
KI8O4kRTA9hmOK449IXRIVsj/XvtODOvymAcDaT90dI=,11754,21,0.643270376,46.49940446,1.976773864,0.698400544,330369.9331,50.17058023,9629,1305,328,213,279,0.614995808,5,elementary,easy
KRStnam9HyVFJNcPipeCdLCojuvcpEJluG+TnIQa/Qo=,784,10,0.589285714,30.18494898,1.970663265,0.793367347,248336.3967,46.05357143,613,97,58,12,4,0.511305388,9,junior,unset
KRXigmwLKxDb5f7nG9tNMvk7+Ccz8OTTLR5foLjtOY4=,12437,13,0.487336174,38.3450189,2.140226743,0.409584305,302999.3992,46.15550374,10158,1401,589,233,56,0.31228654,7,junior,normal
KTHoYjN6XAYd5rCzRQ/xn3o7OozbvxdwUeiVYFSJPGM=,13131,31,0.799405986,27.12931231,1.496077983,0.235854086,207364.9285,35.77762547,9263,2301,880,485,202,0.709187091,7,junior,easy
KVamuw/JPWoQiskPUCpFW+TQbKOEJonhNcUCJlTcVV8=,3112,13,0.622107969,32.65102828,1.996465296,0.279562982,428198.6748,72.52474293,2336,412,224,105,35,0.484570043,8,junior,hard
KVumCxlGcZIZ8c8xC2wj9/EVY1hSqjb33TZDX0OIaE4=,11994,28,0.769051192,31.81298983,1.752042688,0.289478072,335848.6526,45.65816241,9314,1701,421,388,170,0.68649925,5,elementary,easy
KX1s7/Qxk6pH/qGwmxl1hIM9Tasofefi8z7FpkP1IcE=,4636,20,0.382657463,39.28451251,2.405522002,0.508196721,310186.7802,59.96397757,4110,291,159,67,9,0.265688021,7,junior,normal
KZFLNJ+cJ1JF1DMYCDMHTCmpQfHjQ0cx0lpYJfL19sM=,12570,16,0.644868735,59.93301512,2.248130469,1.268655529,309823.706,39.07573588,10423,1259,453,291,144,0.603773779,4,elementary,easy
KaJlr5jTCShzkQu8T3MYWsJbqqEXtX+F4w15fmUPlOE=,13656,20,0.423916227,47.79562097,2.563488576,1.011496778,166083.5321,43.88298184,12314,1064,151,103,24,0.319187026,8,junior,easy
Kb79tl+Nvf6D1h2jOL9TPzcV7Bd0QlIDpHl55dgLBKU=,7011,24,0.705605477,19.82698616,1.666381401,0.314363144,213768.5988,40.99329625,5298,1036,391,158,128,0.670863185,8,junior,easy
KcShnqrGywsZWe5MG0nYWJrimCRKokw46irRW+Hoc2I=,15766,16,0.684764683,82.09913738,2.04173538,0.990612711,367084.2591,49.41830521,11003,2239,1334,806,384,0.544164395,5,elementary,hard
KeJmbhOn5D4GwVbthjGdNmvg+pW76XxfjkZizeDWUpk=,4625,15,0.771243243,53.57924324,1.669189189,0.453621622,234018.5085,32.89794595,3688,621,196,87,33,0.670375305,6,elementary,easy
KgVjZvzzM9YeUr6YdniKOUEu5U9A1qHrbdthvkqUg0s=,15210,32,0.619460881,49.61045365,2.078698225,0.384615385,279991.4306,45.74431295,11600,2072,876,529,133,0.444189174,7,junior,easy
KlMtgQyCzeyNI/luVLtY/TXszXJrew6gRhfjeyt2F9w=,18155,15,0.536491325,69.19063619,2.952795373,2.087028367,333102.7103,48.75610025,14266,2319,962,456,152,0.34849611,5,elementary,hard
Km4UtamxG5HOGBYO5bAFwlruZSFNKxlILK2wKiFEcSI=,17478,16,0.846893237,15.85089827,1.326124271,0.083419156,342972.6003,37.66889804,11031,3173,1660,1191,423,0.719231229,3,elementary,easy
KnnV92Q4yuuCVckJy9mwIY9AjLwwiUnTPus2pCC1FYo=,5428,40,0.578666175,30.78647752,1.740788504,0.486366986,222743.8885,48.36477524,4789,510,91,32,6,0.419463606,8,junior,easy
KpJfQutqPUoUbwWZ5oNFKeVhvKqXZcqL69vsPEHg9jY=,18092,21,0.812016361,51.96108777,1.683617068,0.669246076,289225.2708,32.00381384,12347,2875,1375,1083,412,0.696250385,4,elementary,easy
Ksao1OzuQrrxT6tlJ/URlJ5P6Fi0NsFEL/yG31harfo=,5986,24,0.55813565,35.18459739,2.058302706,0.318910792,243901.9551,59.35950551,4700,858,307,96,25,0.495730678,8,junior,easy
KvhsJhsUPgRAkELozyZg5wm6g/5PWhrs7XkXvqja6R8=,24480,20,0.821568627,43.26527778,1.474714052,0.428676471,308878.7464,34.09820261,16435,4085,1792,1488,680,0.726352983,3,elementary,easy
KvkCQpg/2ciwASQU0QFSk9H8gE1eAan0r1NR8jdIXF4=,6076,16,0.735187623,75.50296248,1.752633311,0.512508229,267581.8043,36.31517446,4829,707,231,226,83,0.587564208,6,elementary,easy
KzqwnxUK+iRBndR+lzXwahSLXmETUnzgdJOrYdF4zxU=,12866,25,0.416057827,57.26760454,2.460982434,0.762863361,288102.6641,54.77079123,11297,1041,304,180,44,0.337065727,7,junior,easy
L+pBxoDmfvJzX698b7RhtpKO1uhwzPak3xnbSyJzECo=,6950,16,0.936115108,15.80043165,1.219136691,0.076258993,390682.2909,47.07697842,4335,1303,628,539,145,0.880042941,5,elementary,hard
L3ZeqTupA6ZuETrW3aXaw86JZGYl1uRF5LkZGKDhois=,12325,20,0.632210953,73.35099391,2.321135903,0.858985801,409058.2875,43.94993915,9764,1348,594,460,159,0.508436671,3,elementary,easy
LABXrcnSSYw9D5Y6UesjShprnzk2yqms4v5kBAod3uI=,10833,26,0.661497277,36.16643589,1.470045232,0.328440875,186072.451,39.53309333,8383,1525,622,213,90,0.554597714,8,junior,easy
LCz/rIBPDjV+9tcB8P8On0xwPups1k9t8fcMBsc7rRs=,14132,20,0.74235777,29.39300877,1.573025757,0.354090008,322174.0624,35.38501274,10347,2007,889,637,252,0.595956057,4,elementary,easy
LG7hX6thwID2W3qbOyTOucKWMcrkvanRX6GQDsMfTQs=,2717,11,0.526683842,50.11888112,1.985645933,0.262053736,323956.3997,57.6867869,2258,260,115,67,17,0.386784374,7,junior,normal
LIglPayokICs9zOBBba+6/GlGrg6tTHTfZ2ahuKWfNk=,6889,20,0.520394832,80.58092611,2.703730585,1.02903179,385746.1688,66.31064015,5628,819,282,127,33,0.40877063,7,junior,easy
LQrGjVlzt2saOM8v9XMeeVj0T00lsFpsdJx95qQza2k=,828,15,0.570048309,28.71859903,2.40942029,0.719806763,231915.9891,45.80434783,705,84,28,10,1,0.368927391,9,junior,easy
LVQFQmyO5bd6aJa8iZwe04tHXH1gEaS9K+H5oxb8raU=,5218,19,0.651590648,65.75967804,1.970486777,0.698543503,359279.7512,38.48639325,4278,520,217,156,47,0.556295126,5,elementary,easy
LW5fheFKmpxrYPVEAXjEcNUtz9PChr6yjz/enILitwA=,2468,16,0.662074554,36.39222042,1.647082658,0.221231767,380964.2901,84.60291734,2029,297,109,28,5,0.53726476,8,junior,easy
LX5JBmC+vdiEQxmg1hxbBfGAanwh78vK0LYfaoDJMTM=,15536,16,0.721228115,20.56159887,2.018087024,0.360903708,331674.5194,48.16716014,11517,2352,806,662,199,0.623069836,5,elementary,easy
LZ/ZUlrBjPGOINJvKHRijqW+RIVb5QgOmkc74aK/8IY=,18881,19,0.663788994,61.70610667,1.988559928,0.824744452,385728.5714,42.92113765,13870,2440,1309,943,319,0.521584781,3,elementary,normal
LcAN7TMK1vKQDUSPxjKDIARJeOwJX98jW9S6vZylVKs=,6072,20,0.765480896,15.6831357,1.638669302,0.203557312,322868.2792,52.34552042,4368,1069,372,194,69,0.65988693,7,junior,easy
LeuXSh3STu/nWMAZErkg2yygA7NPJjux0zmz6eutQZM=,27138,20,0.790699388,25.40828359,1.653143194,0.444026826,341694.3948,36.27791289,16246,4935,2804,2422,731,0.5969884,3,elementary,hard
